Date_dissected,Date_collected,Month_collected,Month_day,Year,Site,Genus,Species,ID#,Hali,Haem,Total,Gen_sample?,Adult_nymph,Body_length,Head_width,Notes
12/8/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D207,0,0,0,,nymph,9.948,3.148,
12/8/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D208,0,0,0,,nymph,5.702,2.045,
12/8/2022,5/3/2022,May,5/3,2022,LOWE,Pachydiplax,,LOWE_D209,1,0,1,1,nymph,9.931,2.714,
12/9/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D148,0,1,1,,nymph,8.113,3.227,
12/9/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D149,0,0,0,,nymph,7.819,3.191,
12/9/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D150,0,2,2,,nymph,4.985,2.126,
12/9/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D151,0,0,0,,nymph,8.792,3.229,
12/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D152,0,0,0,,nymph,13.71,4.573,
12/11/2022,6/11/2022,June,6/11,2022,BELL,Tramea,,BELL_D153,0,1,1,2,nymph,9.884,3.397,7 weird echino looking cysts-- saved
12/11/2022,6/11/2022,June,6/11,2022,BELL,Pachydiplax,,BELL_D154,0,0,0,,nymph,6.053,1.771,check ID- see photo. odd looking pachy 
12/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D155,0,0,0,,nymph,7,2.753,
12/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D156,0,1,1,1,nymph,6.756,2.618,
12/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D157,0,0,0,,nymph,6.359,2.566,
12/11/2022,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D158,0,0,0,,nymph,7.559,2.37,
12/12/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D159,0,7,7,7,nymph,9.92,2.907,
12/12/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D160,0,1,1,1,nymph,9.374,2.874,
12/12/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D161,0,0,0,,nymph,10.271,3.045,
12/12/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D162,0,0,0,,nymph,8.381,2.313,
12/12/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D163,0,0,0,,nymph,8.941,2.571,1 greg
12/12/2022,6/11/2022,June,6/11,2022,BELL,Lestes,,BELL_D164,0,0,0,,nymph,6.858,1.709,
12/13/2022,8/5/2022,August,8/5,2022,BELL,Erythemis,,BELL_D165,0,0,0,,nymph,6.317,2.319,
12/13/2022,8/5/2022,August,8/5,2022,BELL,Pachydiplax,,BELL_D166,0,0,0,,nymph,6.245,1.768,
12/13/2022,8/5/2022,August,8/5,2022,BELL,Pachydiplax,,BELL_D167,0,0,0,,nymph,7.099,2.324,
12/13/2022,8/5/2022,August,8/5,2022,BELL,Pachydiplax,,BELL_D168,0,0,0,,nymph,8.523,3.095,
12/13/2022,8/5/2022,August,8/5,2022,BELL,Pachydiplax,,BELL_D169,0,0,0,,nymph,12.703,3.955,
12/13/2022,8/5/2022,August,8/5,2022,BELL,Pachydiplax,,BELL_D170,0,0,0,,nymph,6.402,2.309,
12/14/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D171,0,0,0,,nymph,8.651,2.59,1 greg
12/14/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D172,0,0,0,,nymph,9.441,2.72,16 gregs
12/14/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D173,0,0,0,,nymph,6.307,1.692,
12/14/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D174,0,0,0,,nymph,8.637,2.259,
12/14/2022,6/11/2022,June,6/11,2022,BELL,Lestes,,BELL_D175,0,0,0,,nymph,12.432,2.799,
12/14/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D176,0,2,2,2,nymph,9.396,2.601,
12/14/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D177,0,0,0,,nymph,8.614,2.524,
12/14/2022,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D178,0,0,0,,nymph,10.393,2.738,
12/14/2022,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D179,0,0,0,,nymph,7.182,2.151,2 gregs
12/14/2022,8/1/2020,August,8/1,2020,BELL,Erythemis,,BELL_D180,0,0,0,,nymph,14.031,5.163,
12/14/2022,8/1/2020,August,8/1,2020,BELL,Pachydiplax,,BELL_D181,0,0,0,,nymph,19.498,5.851,check ID- weird lopokin
12/14/2022,8/1/2020,August,8/1,2020,BELL,Erythemis,,BELL_D182,0,0,0,,nymph,7.368,2.327,
12/14/2022,8/1/2020,August,8/1,2020,BELL,Erythemis,,BELL_D183,0,0,0,,nymph,5.41,2.052,
12/14/2022,8/1/2020,August,8/1,2020,BELL,Erythemis,,BELL_D184,0,0,0,,nymph,11.362,3.901,
12/14/2022,8/1/2020,August,8/1,2020,BELL,Erythemis,,BELL_D185,0,0,0,,nymph,8.38,3.012,
12/14/2022,8/1/2020,August,8/1,2020,BELL,Erythemis,,BELL_D186,0,0,0,,nymph,8.852,2.944,
12/14/2022,8/1/2020,August,8/1,2020,BELL,Erythemis,,BELL_D187,0,0,0,,nymph,3.9,1.563,
12/14/2022,8/1/2020,August,8/1,2020,BELL,Erythemis,,BELL_D188,0,0,0,,nymph,4.408,1.471,
1/14/2023,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D189,0,0,0,,nymph,8.488,1.868,
1/14/2023,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D190,0,0,0,,nymph,7.717,2.656,
1/14/2023,8/5/2022,August,8/5,2022,BELL,Ischnura,,BELL_D191,0,0,0,,nymph,8.942,2.725,
1/14/2023,8/5/2022,August,8/5,2022,BELL,Lestes,,BELL_D192,0,0,0,,nymph,10.517,2.336,
1/14/2023,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D193,0,0,0,,nymph,8.512,2.143,2 gregs
1/14/2023,8/5/2022,August,8/5,2022,BELL,Enallagma,,BELL_D194,0,0,0,,nymph,7.944,1.99,
1/14/2023,8/5/2022,August,8/5,2022,BELL,Ischnura,,BELL_D195,0,0,0,,nymph,8.75,2.496,
1/14/2023,8/5/2022,August,8/5,2022,BELL,Ischnura,,BELL_D196,0,0,0,,nymph,9.611,2.502,
1/14/2023,8/6/2022,August,8/6,2022,BELL,Erythemis,,BELL_D197,0,0,0,,nymph,4.9,1.498,
1/14/2023,8/6/2022,August,8/6,2022,BELL,Ischnura,,BELL_D198,0,0,0,,nymph,10.063,2.852,
1/14/2023,8/6/2022,August,8/6,2022,BELL,Pachydiplax,,BELL_D199,0,0,0,,nymph,10.909,3.24,
1/14/2023,8/6/2022,August,8/6,2022,BELL,Enallagma,,BELL_D200,0,0,0,,nymph,9.556,2.559,
1/14/2023,8/6/2022,August,8/6,2022,BELL,Ischnura,,BELL_D201,0,0,0,,nymph,13.059,2.476,
1/14/2023,8/6/2022,August,8/6,2022,BELL,Erythemis,,BELL_D202,0,0,0,,nymph,4.914,1.949,
1/14/2023,8/6/2022,August,8/6,2022,BELL,Erythemis,,BELL_D203,0,0,0,,nymph,3.818,1.309,
1/14/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D204,0,3,3,3,nymph,7.425,2.317,
1/14/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D205,0,0,0,,nymph,7.06,2.049,
1/14/2023,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D206,0,0,0,,nymph,8.998,2.99,1 nematode with eggs
1/14/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D207,0,0,0,,nymph,5.497,1.752,
1/14/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D208,0,0,0,,nymph,10.643,2.405,
1/14/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D209,0,0,0,,nymph,8.733,2.195,
1/14/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D210,0,0,0,,nymph,7.164,2.047,
1/17/2023,7/21/2020,July,7/21,2020,LOWE,Pachydiplax,,LOWE_D210,0,0,0,,metamorph,28.56,6.165,
1/17/2023,7/21/2020,July,7/21,2020,LOWE,Pachydiplax,,LOWE_D211,0,0,0,,metamorph,30.322,5.204,
1/17/2023,7/21/2020,July,7/21,2020,LOWE,Pachydiplax,,LOWE_D212,0,0,0,,metamorph,31.379,5.527,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D211,0,1,1,1,nymph,10.49,2.832,2 gregs
1/18/2023,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D212,0,0,0,,nymph,9.85,2.657,7 gregs
1/18/2023,6/11/2022,June,6/11,2022,BELL,Lestes,,BELL_D213,0,0,0,,nymph,8.346,1.858,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D214,0,2,2,2,nymph,11.396,2.637,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D215,0,6,6,6,nymph,9.274,2.284,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Lestes,,BELL_D216,0,1,1,1,nymph,12.749,3.03,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D217,0,0,0,,nymph,11.919,2.666,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D218,0,5,5,5,nymph,7.638,3.163,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D219,0,0,0,,nymph,8.303,3.241,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D220,0,0,0,,nymph,5.11,1.956,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D221,0,0,0,,nymph,10.159,4.192,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Erythemis,,BELL_D222,0,0,0,,nymph,11.001,3.514,
1/18/2023,6/11/2022,June,6/11,2022,BELL,Libellula,,BELL_D223,0,0,0,,nymph,14.329,3.789,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D224,0,0,0,,nymph,9.636,2.899,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D225,0,0,0,,nymph,7.253,2.313,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D226,0,0,0,,nymph,7.03,2.075,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D227,0,1,1,1,nymph,7.278,2.073,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D228,0,0,0,,nymph,7.343,2.226,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D229,0,1,1,1,nymph,8.03,2.373,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Ischnura,,BELL_D230,0,9,9,9,nymph,8.318,2.117,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D231,0,0,0,,nymph,6.543,2.147,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D232,0,0,0,,nymph,6.026,2.008,
1/26/2023,6/11/2022,June,6/11,2022,BELL,Enallagma,,BELL_D233,0,1,1,1,nymph,6.87,2.132,
